unit_id	target_sha	dependency_identity	file/path	function-or-code-path	review_lens	hypothesis/category	concrete_evidence	disposition	type
B3-099	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	PollCompletedAcks	GPU polling	GetData implicitly flushes driver	DONOTFLUSH flag used	FALSIFIED	falsification
B3-100	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	PollCompletedAcks	query failure	failed query still publishes ACK	marks generation fault and drops pending without publish	FALSIFIED	cross-trace
B3-101	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	PollCompletedAcks	late generation	old completion rolls ACK generation backward	late superseded generation is forgotten	FALSIFIED	falsification
B3-102	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	PollCompletedAcks	publish retry	ACK publish failure loses pending frame	pending remains armed and retry counter increments	FALSIFIED	cross-trace
B3-103	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	ArmConsumptionFence	same-frame pacing	same frame pending causes SafeEye demotion	same frame/generation reuses pending EVENT	FALSIFIED	falsification
B3-104	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	ArmConsumptionFence	slot pressure	first pending conflict immediately flushes every frame	polls first; Flush only if still armed	FALSIFIED	falsification
B3-105	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	ArmConsumptionFence	slot saturation	persistent pending slot is overwritten	returns false if still armed after flush/poll	FALSIFIED	falsification
B3-106	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	ArmConsumptionFence	command ordering	ACK fence armed before source sampling	End(EVENT) is placed after verified projection staging path invokes it	NEEDS_CROSS_TRACE	cross-trace
B3-107	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	MetadataValid	dimension integrity	zero-sized direct texture accepted	requires nonzero width/height	FALSIFIED	falsification
B3-108	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	MetadataValid	format integrity	unknown D3D format fast-submits	ExpectedDeclaredFormat must be known	FALSIFIED	falsification
B3-109	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	CanFastSubmit	recenter	pending focus recenter uses stale projection	explicit PendingFocusRecenter rejection	FALSIFIED	falsification
B3-110	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	CanFastSubmit	layer preservation	nonprojection layer silently dropped	incoming nonprojection layer causes reject	FALSIFIED	falsification
B3-111	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	CanFastSubmit	freshness	stale verified bundle can submit	ReadFresh required	FALSIFIED	falsification
B3-112	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	CanFastSubmit	source kind	SafeEye bundle enters direct path	requires SourceKind::DirectGpu	FALSIFIED	falsification
B3-113	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	CanFastSubmit	frame completeness	partial stereo frame fast-submits	FrameComplete required	FALSIFIED	falsification
B3-114	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	CanFastSubmit	projection identity	incoming projection can mismatch verified snapshot	ProjectionMatchesSnapshot required	FALSIFIED	cross-trace
B3-115	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	CanFastSubmit	transport config	direct path ignores runtime transport disable	DirectTransportRequested required	FALSIFIED	falsification
B3-116	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	CanFastSubmit	generation fault	query-faulted generation keeps fast path	AckFaultGeneration rejects same generation	FALSIFIED	cross-trace
B3-117	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	CapturePerfSnapshot	telemetry cost	snapshot performs GPU queries	copies CPU counters only	FALSIFIED	falsification
B3-118	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	MaybeLogPerf	logging cadence	perf log writes every frame	5-second cadence	FALSIFIED	falsification
B3-119	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	MaybeLogPerf	fallback diagnosis	reject causes collapsed into one count	per-reason reject counters are reported	FALSIFIED	new coverage
B3-120	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	PendingAck	ring memory	pending structure stores external texture COM refs	stores query + copied frame metadata only	FALSIFIED	falsification
B3-121	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	ObserveGeneration	zero generation	zero generation resets active state repeatedly	zero is ignored	FALSIFIED	falsification
B3-122	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	PollCompletedAcks	ACK identity	completion ACK omits slot/generation	reads both from pending frame before publish	FALSIFIED	cross-trace
B3-123	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	ArmConsumptionFence	query reuse	EVENT recreated after each successful ACK	query object remains cached unless query error/session release	FALSIFIED	falsification
B3-124	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	CanFastSubmit	runtime eye sizing	fast path resizes projection swapchain from monitor dimensions	fast path reuses already-rendered incoming projection; no resize here	FALSIFIED	cross-trace
B3-125	265504f6ea28c5e97908e450a460661ed5ad37f1	r32_direct_submit.hpp@572cc883	vrhost/src/runtime/r32_direct_submit.hpp	R32 direct path	copy count	successful fast submit necessarily copies SafeEye textures	design submits verified incoming projection and uses async EVENT only	FALSIFIED	cross-trace
B3-126	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	Swapchain::Destroy	swapchain lifetime	destroy leaves acquired flags/generation stale	resets handle,generation,committedGeneration,dimensions,acquired/waited	FALSIFIED	falsification
B3-127	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	ResetAll	session cleanup	fallback swapchains survive session reset	destroys Projection/Theater and ViewSpace, capture/shaders/cache	FALSIFIED	cross-trace
B3-128	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	EnsureSource	capture allocation	snapshot texture recreated every publish	reuses matching width/height/format source	FALSIFIED	falsification
B3-129	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	PublishProductionCapture	copy count	fallback creates second Desktop Duplication owner	copies production compositor texture only	FALSIFIED	cross-trace
B3-130	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	PublishProductionCapture	format	unsupported capture format enters shader	only BGRA8 or R16G16B16A16_FLOAT accepted	FALSIFIED	falsification
B3-131	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	CaptureDesktop	staleness	old capture remains indefinitely valid	rejects source older than 500ms	FALSIFIED	falsification
B3-132	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	EnsureSwapchain	resize	runtime eye-size change reuses wrong swapchain	dimension/array mismatch destroys and recreates	FALSIFIED	cross-trace
B3-133	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	EnsureSwapchain	sample count	fallback uses runtime MSAA unexpectedly	create sampleCount fixed to 1	FALSIFIED	falsification
B3-134	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	EnsureSwapchain	format selection	unsupported format silently coerced	ChooseSwapchainFormat must return supported preferred format	FALSIFIED	falsification
B3-135	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	EnsureSwapchain	RTV slicing	two-eye array draws both eyes into same slice	RTVs use FirstArraySlice per eye	FALSIFIED	falsification
B3-136	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	RenderTo	draw count	one eye blit draws full-screen quad with 6 vertices	single fullscreen triangle Draw(3,0)	FALSIFIED	falsification
B3-137	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	RenderTo	resource hazard	SourceSrv remains bound after render	explicit null SRV and RTV unbind	FALSIFIED	falsification
B3-138	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	Acquire	acquire reuse	same acquired image is acquired twice after timeout	acquired flag reuses image and waits again	FALSIFIED	cross-trace
B3-139	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	Acquire	wait routing	source infinite wait can block forever	build forced-include routes xrWaitSwapchainImage to bounded wrapper (prior CP30 evidence)	FALSIFIED	cross-trace
B3-140	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	Release	ordering	release allowed before successful wait	requires acquired && waited	FALSIFIED	falsification
B3-141	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	Release	generation evidence	recreated swapchain inherits committed generation	commit set only after release and Destroy clears both generations	FALSIFIED	cross-trace
B3-142	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	FrameComplete	partial-frame visual	fallback accepts mono/incomplete frame	requires stereo complete/world/duplicated/effective pose and no in-flight	FALSIFIED	falsification
B3-143	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	UpdateStereoFrameCache	cache age	same frame refreshes freshness timestamp forever	timestamp changes only on frameId/presentQpc change	FALSIFIED	falsification
B3-144	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	PublishedSourceMatches	capture/frame ordering	pre-present capture accepted	capture QPC must be >= frame present QPC	FALSIFIED	cross-trace
B3-145	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	RenderProjectionOverride	eye sizing	fallback hardcodes 1600x1600 despite runtime projection	uses incoming view extent when available; 1600 only no projection metadata	FALSIFIED	falsification
B3-146	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	RenderProjectionOverride	SBS split	both eyes sample same half	left/right UV halves are distinct	FALSIFIED	falsification
B3-147	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	RenderProjectionOverride	draw amplification	fallback redraws world geometry	two fullscreen RenderTo calls only	FALSIFIED	cross-trace
B3-148	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	RenderProjectionOverride	pose preservation	fallback replaces valid incoming poses	copies incoming pose/fov when available	FALSIFIED	falsification
B3-149	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	RenderProjectionOverride	space preservation	fallback forces LocalSpace even with valid incoming space	uses incoming space when non-null	FALSIFIED	falsification
B3-150	265504f6ea28c5e97908e450a460661ed5ad37f1	sbs_capture_override.hpp@1be09ed2	vrhost/src/runtime/sbs_capture_override.hpp	EnsureViewSpace	theater lifecycle	VIEW space recreated every theater frame	returns existing ViewSpace until ResetAll	FALSIFIED	falsification
